RANK,TIME,ATHLETE/TEAM,GRADE,MEET DATEPLACE
238,10:06.68,JOSH DIEHLWyomissing Area,2019,"90th Annual John H. Shaner Memorial Track Meet8thMay 3, 2019 - May 4, 2019"
239,10:07.23,CAEDEN SMITHEast Pennsboro Area SD,2019,"22nd Annual LHU High School Classic14thApr 27, 2019"
240,10:07.64,RYAN DUFFPlymouth Whitemarsh,2020,"Lower Merion Invitational2ndMay 4, 2019"
241,10:07.81,EVAN BLYMIERLebanon,2021,"Shippensburg 93rd Jack Roddick HS Invitational18thApr 20, 2019"
242,10:08.38,CARTER KAUFFMANSaint Joseph's Catholic Academy,2020,"United Invitational1stApr 6, 2019"
243,10:08.50,GARRETT MCPHILLIPSMethacton,2019,"14th Annual Hoka One One Henderson Invitational45thMay 3, 2019"
244,10:08.53,NICK RHODESLower Merion,2019,"Lower Merion vs Marple Newtown, Strath Haven, Penncrest3rdApr 10, 2019"
245,10:08.58,CLAY YEAGERJuniata,2020,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA2ndMay 3, 2019"
246,10:08.79,DILLAN O'SHELLHershey,2022,"Mid Penn Championship19thMay 11, 2019"
247,10:09.10,OWEN MAIEREpiscopal Academy,2020,"Inter-Ac League Championships3rdMay 9, 2019 - May 11, 2019"
248,10:09.13,OHM VYASCentral Cambria HS,2019,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA3rdMay 3, 2019"
249,10:09.18,ALEJANDRO QUINTANALoyalsock Township,2020,"PIAA District 4 AA-AAA Championship11thMay 16, 2019 - May 18, 2019"
250,10:09.55,LUKE MILLERJenkintown,2021,"Bicentennial Athletic League Championships2ndMay 8, 2019 - May 9, 2019"
251,10:09.58,AUSTIN MELIUSBellefonte Area,2021,"22nd Annual LHU High School Classic16thApr 27, 2019"
252,10:09.62,LEE HENKEFort Cherry,2021,"15th Annual South Hills Classic10thApr 6, 2019"
253,10:09.88,WILLIAM DIVENSSharpsville Area,2020,"Mercer County Track and Field Invitational1stMay 9, 2019"
254,10:10.04,LUKE CAMPBELLOxford Area,2020,"12th Annual Viking Invitational3rdApr 13, 2019"
255,10:10.24,PETER LANTZLewisburg Area,2020,"Mount Carmel Area Breslin Invitational3rdApr 18, 2019"
256,10:10.25,GRIFFIN SCHLEGELTwin Valley,2020,"Bensalem Invitational2ndApr 13, 2019"
257,10:10.34,VINCE GALLAGHERNorthampton Area,2020,"EPC/Colonial Conference Championships11thMay 7, 2019 - May 8, 2019"
258,10:10.40,KIRK STEWARTSouth Park High School,2021,"Rock Relays4thApr 20, 2019"
259,10:10.46,ERIK JUENGLINGJ.P. McCaskey,2019,"17th Annual Black Knight Invitational6thApr 13, 2019"
260,10:10.79,SEAN MCCABENorth Schuylkill,2019,"Red & Black Invitational17thApr 18, 2019"
260,10:10.79,AIDEN MCLAUGHLINPunxsutawney Area,2021,"PIAA T&F State Championships25thMay 24, 2019 - May 25, 2019"
262,10:10.81,MICHAEL HANIKBishop McCort,2019,"PIAA District 6 AA Championships5thMay 15, 2019"
263,10:10.89,JACOB MORRISCarlisle,2019,"Mid Penn Championship20thMay 11, 2019"
264,10:10.90,ALFONSO KNOLLConrad Weiser,2020,"90th Annual John H. Shaner Memorial Track Meet9thMay 3, 2019 - May 4, 2019"
265,10:11.22,MATT GURGIOLOCamp Hill,2020,"PIAA District 3 AA Championships8thMay 17, 2019 - May 18, 2019"
266,10:11.28,COLLIN HESSMalvern Prep,2021,"14th Annual Hoka One One Henderson Invitational46thMay 3, 2019"
267,10:11.34,ANDREW BELDERCouncil Rock South,2021,"S.O.L. National Conference Championships5thMay 10, 2019 - May 11, 2019"
268,10:11.58,EVAN LAUDENSLAGERSouth Williamsport,2021,"PHAC Track and Field Championships 20199thMay 11, 2019"
269,10:11.80,VINCE FERRIZZIOley Valley,2019,"90th Annual John H. Shaner Memorial Track Meet10thMay 3, 2019 - May 4, 2019"
270,10:12.00,BRANDON STASULLIShenandoah Valley,2019,"Schuylkill League Track and Field Championships4thMay 7, 2019 - May 8, 2019"
271,10:12.05,AIDAN DOMENCICSeneca Valley,2019,"Rock Relays5thApr 20, 2019"
272,10:12.19,BENJAMIN CONNORCumberland Valley,2021,"Mid Penn Championship21stMay 11, 2019"
273,10:12.24,ETHAN WARRENParkland,2020,"EPC/Colonial Conference Championships12thMay 7, 2019 - May 8, 2019"
274,10:12.34,TAVIAN MCKENNAWyoming Valley West,2021,"PIAA District 2 AAA Championship4thMay 16, 2019"
275,10:12.36,JAMES HERMANNortheastern,2021,"YAIAA Track and Field League Championships4thMay 10, 2019"
276,10:12.42,DEAN RICCOWilliam Tennent,2020,"S.O.L. National Conference Championships6thMay 10, 2019 - May 11, 2019"
277,10:12.84,MATTHEW SANTACOLOMAParkland,2019,"EPC/Colonial Conference Championships13thMay 7, 2019 - May 8, 2019"
278,10:12.88,MILES HUTTONWilliam Tennent,2019,"Montgomery Memorial Track and Field Meet1stMay 2, 2019"
279,10:13.02,BRUCE TRIMMEROxford Area,2020,"16th Annual Unionville Invitational8thApr 27, 2019"
280,10:13.09,ALEX HOLBROOKExeter Township,2022,"2019 BCIAA Firing Championship13thMay 9, 2019 - May 11, 2019"
281,10:13.14,VITO MASTROMONACONazareth Area,2020,"EPC/Colonial Conference Championships14thMay 7, 2019 - May 8, 2019"
281,10:13.14,MARKUS VOTTEROPalmyra,2021,"Mid Penn Championship23rdMay 11, 2019"
283,10:13.17,NATHANIEL SCHNEIDERTrinity Christian,2021,"Pine-Richland Invitational16thMay 3, 2019"
284,10:13.19,PAT WAGNERJenkintown,2019,"Bicentennial Athletic League Championships3rdMay 8, 2019 - May 9, 2019"
285,10:13.21,EVAN PEETROSHaverford Township HS,2019,"Central League Individual Champs6thMay 8, 2019"
286,10:13.47,AARON KOEHLERWilson Area (11),2020,"EPC/Colonial Conference Championships4thMay 7, 2019 - May 8, 2019"
287,10:13.60,SHORYA KOHLIChartiers Valley,2019,"TSTCA Outdoor Championship7thApr 13, 2019"
288,10:13.90,MARK MAGEEEmmaus,2020,"Liberty vs Emmaus2ndApr 11, 2019"
289,10:13.91,SAMUEL GRIFFINUpper Dublin,2019,"SOL American Conference Championships5thMay 10, 2019 - May 11, 2019"
290,10:14.20,BRYCE ZAPUSEKHoly Redeemer High School,2019,"PIAA District 2 AA Championship4thMay 15, 2019"
291,10:14.32,WILLIAM NAGYWesttown School,2022,"Warrior Invitational10thApr 12, 2019"
292,10:14.35,RORY MCCLEARYDallastown,2020,"31st Annual Stan Morgan Invitational at Carlisle13thMay 4, 2019"
293,10:14.41,ISSA MAKKEWest Chester Henderson,2021,"Ches-Mont Championship12thMay 8, 2019"
294,10:14.45,CARTER BALLIETShikellamy,2020,"Shikellamy vs Danville Area3rdApr 2, 2019"
295,10:14.46,AMAURIS HERNANDEZPennsbury,2019,"S.O.L. National Conference Championships8thMay 10, 2019 - May 11, 2019"
296,10:14.49,ZACH KOHLERTyrone Area,2019,"PIAA District 6 AA Championships6thMay 15, 2019"
297,10:14.51,JOSEPH SOMORAGrove City Area,2020,"PIAA District 10 Class AA Championships3rdMay 18, 2019"
298,10:14.96,CORBIN GREENCentral Mountain,2019,"22nd Annual LHU High School Classic19thApr 27, 2019"
299,10:15.00,RILEY WILLIAMSONParkland,2019,"Bethlehem Catholic vs Parkland2ndApr 4, 2019"
300,10:15.25,ETHAN KNOEBELSouthern Columbia Area,2019,"Southern Columbia vs Bloomsburg1stApr 23, 2019"
301,10:15.26,DYLAN ACKERMANWest York Area,2021,"Blue Jay High School Invitational3rdApr 20, 2019"
302,10:15.28,ISHMAEL KIRKWOODBig Spring,2019,"Shippensburg 93rd Jack Roddick HS Invitational21stApr 20, 2019"
303,10:15.39,MATTITHIA BURTTArmstrong HS,2020,"Pine-Richland Invitational17thMay 3, 2019"
304,10:15.49,AUSTIN PLOTICANew Oxford,2019,"YAIAA Track and Field League Championships5thMay 10, 2019"
305,10:15.56,KYLE KELLSTROMWallenpaupack,2021,"PIAA District 2 AAA Championship5thMay 16, 2019"
306,10:15.59,ROBERT VOLLBRECHTHaverford Township HS,2022,"Boys: Upper Darby v Springfield v Harriton v Haverford2ndApr 10, 2019"
307,10:15.61,CHRIS HINEHoly Redeemer High School,2021,"PIAA District 2 AA Championship5thMay 15, 2019"
308,10:16.05,BENJAMIN BERMANNWinchester Thurston,2021,"Butler Invitational - 55th Annual23rdApr 18, 2019"
309,10:16.13,TIM SHOULSouth Western,2020,"YAIAA Track and Field League Championships6thMay 10, 2019"
310,10:16.26,ADAM KNUTTELFather Judge,2020,"Montgomery Memorial Track and Field Meet3rdMay 2, 2019"
311,10:16.30,ANTONIO BURKHARTBethel Park,2020,"TSTCA Outdoor Championship8thApr 13, 2019"
312,10:16.35,IAIN TAYLORTwin Valley,2021,"90th Annual John H. Shaner Memorial Track Meet12thMay 3, 2019 - May 4, 2019"
313,10:16.38,JOSH ADAMSCentral Dauphin,2019,"Mid Penn Championship24thMay 11, 2019"
314,10:16.51,WILL FIELDHaverford Township HS,2020,"31st Father Judge Relays16thApr 17, 2019"
315,10:16.63,HENRY FOLKLower Merion,2021,"Lower Merion Invitational3rdMay 4, 2019"
316,10:16.65,JACOB MYERSCentral Dauphin,2020,"31st New Balance Pan-Ram Invitational7thApr 13, 2019"
317,10:16.66,MATTHEW DIETRICKGreat Valley,2021,"Ches-Mont Championship13thMay 8, 2019"
318,10:16.67,RICHARD GILMORESouthern Lehigh,2020,"EPC/Colonial Conference Championships5thMay 7, 2019 - May 8, 2019"
319,10:16.74,DANIEL STEBBINSCedar Crest,2020,"31st Annual Stan Morgan Invitational at Carlisle15thMay 4, 2019"
320,10:16.75,ALEX PINGITOREDaniel Boone,2020,"90th Annual John H. Shaner Memorial Track Meet13thMay 3, 2019 - May 4, 2019"
321,10:16.78,DOMINIQUE SMITH-RODRIGUEZCedar Crest,2020,"Twin Valley Invitational3rdApr 18, 2019"
322,10:16.84,KESHAV SHANKAREmmaus,2021,"EPC/Colonial Conference Championships16thMay 7, 2019 - May 8, 2019"
322,10:16.84,BRIAN WALHEIMHaverford Township HS,2019,"31st Father Judge Relays17thApr 17, 2019"
324,10:17.15,PAT BIERACHCouncil Rock North,2020,"Neshaminy Invitational1stMay 4, 2019"
325,10:17.22,JEREMIAH VEZZAClearfield Area,2019,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA7thMay 3, 2019"
326,10:17.26,WILLIAM DYKESSun Valley,2019,"Ches-Mont Championship14thMay 8, 2019"
327,10:17.41,CHASE SHEAFFERMifflin County High School,2020,"Mid Penn Championship26thMay 11, 2019"
328,10:17.43,ERIC ROHRERTaylor Allderdice,2020,"46th Annual Baldwin Invitational23rdMay 3, 2019"
329,10:17.44,PORT HABALARSouth Williamsport,2021,"PHAC North 9-10 Meet2ndMay 4, 2019"
330,10:17.62,BRYCE DUNKELBERGERCarlisle,2019,"Shippensburg 93rd Jack Roddick HS Invitational22ndApr 20, 2019"
331,10:17.64,BEN MCELROYCedar Crest,2022,"31st Annual Stan Morgan Invitational at Carlisle17thMay 4, 2019"
331,10:17.64,NICK BAUERFreedom (11),2019,"EPC/Colonial Conference Championships17thMay 7, 2019 - May 8, 2019"
333,10:17.67,VICENTE PENAConestoga,2022,"Central League Individual Champs7thMay 8, 2019"
334,10:17.68,ETHAN FINGERHUTHaverford Township HS,2022,"Haverford vs Conestoga vs Penncrest5thApr 22, 2019"
335,10:17.73,STEPHEN NJIRUMasterman,2019,"Philadelphia Public League Championships3rdMay 8, 2019 - May 9, 2019"
336,10:18.13,JACK LORENCEFox Chapel Area,2022,"Northern Area Last Chance3rdMay 7, 2019"
337,10:18.18,WILLIAM BROWNMiddletown Area,2021,"Mid Penn Championship27thMay 11, 2019"
338,10:18.21,JOE DELANEYWest Chester East,2019,"16th Annual Unionville Invitational12thApr 27, 2019"
339,10:18.53,LUKE WHISELGateway,2021,"46th Annual Baldwin Invitational24thMay 3, 2019"
340,10:18.64,NICHOLAS GERSHEYScranton Preparatory School,2019,"The Robert Spagna Championship6thMay 7, 2019"
341,10:18.68,FINNEGAN GLEWPenn Charter,2021,"Inter-Ac League Championships5thMay 9, 2019 - May 11, 2019"
342,10:18.69,ROWAN SHIGENOWest Chester Henderson,2021,"Ches-Mont Championship16thMay 8, 2019"
343,10:18.73,MELESS BADUMEEngineering & Science,2020,"Lower Merion Invitational4thMay 4, 2019"
344,10:18.86,NATHANIEL LERCHClarion Area,2020,"Redbank Invitational1stMay 9, 2019"
345,10:18.92,COLTIN ALBITZBlue Mountain,2019,"ASD Invitational4thApr 18, 2019"
346,10:18.94,DIETER GEIBManheim Township,2019,"18th Bruce Dallas Invitational9thApr 6, 2019"
347,10:18.95,QUINTEN COLLINGEFleetwood Area,2019,"2019 BCIAA Firing Championship14thMay 9, 2019 - May 11, 2019"
348,10:19.05,JORDAN BERGERNorthern Lebanon,2019,"Lebanon-Lancaster League Championship14thMay 10, 2019 - May 11, 2019"
349,10:19.51,JACK WISNERCarlisle,2019,"Carlisle vs Cumberland Valley2ndApr 23, 2019"
349,10:19.51,NICK MONHEIMChambersburg,2022,"Mid Penn Championship30thMay 11, 2019"
351,10:19.53,ROBERT D'AQUILALower Merion,2021,"Lower Merion Invitational5thMay 4, 2019"
352,10:19.63,ANDREW CARLINSpring Ford,2021,"Pioneer Athletic Conference Championship10thMay 10, 2019 - May 11, 2019"
353,10:19.66,AIDEN MICHELLJenkintown,2021,"Bicentennial Invitational1stApr 5, 2019"
354,10:19.72,DESMOND CORRADOCarlynton,2021,"Pine-Richland Invitational18thMay 3, 2019"
355,10:19.75,ANDREW DRUMWRIGHTEngineering & Science,2017,"Philadelphia Public League Championships4thMay 8, 2019 - May 9, 2019"
356,10:19.92,ANDREW GILBERTLower Dauphin,2019,"Mid Penn Championship31stMay 11, 2019"
357,10:20.03,CALVIN BAILEYLewisburg Area,2021,"4th Annual Don Wilhour Selinsgrove Classic10thApr 6, 2019"
358,10:20.46,PATRICK RABINWest Chester Henderson,2021,"Ches-Mont Championship17thMay 8, 2019"
359,10:20.61,AARON SKERBETZSouth Fayette High School,2021,"TSTCA Outdoor Championship9thApr 13, 2019"
360,10:20.69,JASON FISHERExeter Township,2020,"2019 BCIAA Firing Championship15thMay 9, 2019 - May 11, 2019"
361,10:20.76,MAC POLNYMontour,2019,"Pine-Richland Invitational19thMay 3, 2019"
362,10:20.82,MAX BREWERMontrose,2019,"Red & Black Invitational20thApr 18, 2019"
363,10:20.98,JOSH DIMARINOOwen J. Roberts,2021,"Pioneer Athletic Conference Championship11thMay 10, 2019 - May 11, 2019"
364,10:21.16,DREW COLEGettysburg Area High School,2022,"YAIAA Track and Field League Championships8thMay 10, 2019"
365,10:21.30,ALEX BADAMIGermantown Academy,2022,"Inter-Ac League Championships6thMay 9, 2019 - May 11, 2019"
365,10:21.30,DEVON NAVAROLIWarren Area,2020,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA9thMay 3, 2019"
367,10:21.42,CAMERON KRATZBoyertown,2022,"90th Annual John H. Shaner Memorial Track Meet14thMay 3, 2019 - May 4, 2019"
368,10:21.47,GARRETT BAUBLITZJuniata,2020,"Tri-Valley League Championships1stMay 8, 2019"
369,10:21.65,CALEB KENYONNorth Pocono,2022,"PIAA District 2 AAA Championship6thMay 16, 2019"
370,10:21.74,JARRETT CONWAYUnionville,2021,"Ches-Mont Championship18thMay 8, 2019"
370,10:21.74,JACK HOLLARPocono Mountain East,2021,"EPC/Colonial Conference Championships18thMay 7, 2019 - May 8, 2019"
372,10:21.85,ANDREW KOLLITZNorth Allegheny,2021,"Butler 9th/10th Grade Invitational1stApr 25, 2019"
373,10:21.88,MICHAEL FAIRORTHThe Haverford School for Boys,2019,"Inter-Ac League Championships7thMay 9, 2019 - May 11, 2019"
374,10:22.06,ELLIOT PUCKETTHoly Ghost Preparatory School,2021,"Bicentennial Athletic League Championships4thMay 8, 2019 - May 9, 2019"
375,10:22.07,JUSTIN CARLSONGreater Latrobe,2021,"Westmoreland County Coaches Association5thApr 27, 2019"
376,10:22.09,ANTHONY BAMFORDSpring Ford,2021,"Great Valley R. Joseph Kellerman Invitational3rdApr 20, 2019"
377,10:22.12,JAMES FITZMAURICEUpper Dublin,2021,"SOL American Conference Championships7thMay 10, 2019 - May 11, 2019"
378,10:22.18,DONALD MILLERUpper Perkiomen,2022,"Pioneer Athletic Conference Championship12thMay 10, 2019 - May 11, 2019"
379,10:22.40,CADEN DUFRENEWarrior Run,2021,"22nd Annual LHU High School Classic21stApr 27, 2019"
380,10:22.41,JACKSON HABALAAvonworth / Northgate,2021,"Northern Area Last Chance4thMay 7, 2019"
381,10:22.44,DANIEL BRUNNERNazareth Area,2020,"EPC/Colonial Conference Championships19thMay 7, 2019 - May 8, 2019"
382,10:22.55,ADAM KANTERMANDelaware Valley,2021,"PIAA District 2 AAA Championship7thMay 16, 2019"
382,10:22.55,BRADY REESESouthern Columbia Area,2020,"22nd Annual LHU High School Classic22ndApr 27, 2019"
384,10:22.70,EVAN GILLETTENorthampton Area,2019,"Pocono Mountain East vs Northampton1stApr 25, 2019"
385,10:22.79,PATRICK SNYDERWest Chester Henderson,2022,"Ches-Mont Championship19thMay 8, 2019"
386,10:22.81,CONNER ANASCAVAGEShamokin Area,2020,"PIAA District 4 AA-AAA Championship4thMay 16, 2019 - May 18, 2019"
386,10:22.81,LUKAS RAULLERSONNew Oxford,2021,"YAIAA Track and Field League Championships9thMay 10, 2019"
388,10:22.93,LUKE SISCONeshaminy,2020,"Shippensburg 93rd Jack Roddick HS Invitational23rdApr 20, 2019"
389,10:22.97,MATT WOOLCOCKCranberry,2022,"Redbank Invitational2ndMay 9, 2019"
390,10:23.15,THOMAS BALLABensalem,2019,"Montgomery Memorial Track and Field Meet4thMay 2, 2019"
391,10:23.22,LUKE MILESWest Chester Henderson,2021,"Coatesville vs. Henderson and Avon Grove4thMar 27, 2019"
392,10:23.30,JACOB MARTINEZPalmerton Area,2019,"Palmerton, Bangor vs Wilson1stMar 28, 2019"
393,10:23.58,IAN KELLYNorth Penn,2021,"SOL Continental Conference Championships7thMay 10, 2019 - May 11, 2019"
394,10:23.67,TYLER RACKLEYDover,2021,"YAIAA Track and Field League Championships10thMay 10, 2019"
395,10:23.71,MICHAEL BRANLEYWyoming Area,2021,"Red & Black Invitational22ndApr 18, 2019"
396,10:23.73,JOSH HERSHBINESaint Joseph's Catholic Academy,2022,"PIAA District 6 AA Championships7thMay 15, 2019"
396,10:23.73,HENRY DEBUQUEDowningtown West,2021,"Ches-Mont Championship20thMay 8, 2019"
398,10:23.94,SAM SHEDDENNorth Penn - Mansfield,2020,"PIAA District 4 AA-AAA Championship12thMay 16, 2019 - May 18, 2019"
399,10:24.08,JAMES COKLEYMeadville Area,2019,"46th Annual Baldwin Invitational26thMay 3, 2019"
400,10:24.58,MASON SHOMAKERMifflin County High School,2021,"Mid Penn Championship33rdMay 11, 2019"
401,10:24.73,DOMINIK LISICKYSouthern Lehigh,2022,"EPC/Colonial Conference Championships6thMay 7, 2019 - May 8, 2019"
402,10:24.77,SEAN FISHERNorth Penn,2021,"SOL Continental Conference Championships8thMay 10, 2019 - May 11, 2019"
403,10:24.80,GABRIEL KREMEmmaus,2022,"Emmaus, ACC @ Easton5thApr 8, 2019"
404,10:24.93,MAT CLARKChartiers Houston,2019,"Pine-Richland Invitational20thMay 3, 2019"
405,10:25.13,BRAYDEN HENNINGERAltoona Area,2020,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA10thMay 3, 2019"
406,10:25.25,MARK ANDRUSGovernor Mifflin,2019,"90th Annual John H. Shaner Memorial Track Meet16thMay 3, 2019 - May 4, 2019"
407,10:25.29,BOBBY EARLEYHazleton Area,2019,"PIAA District 2 AAA Championship8thMay 16, 2019"
407,10:25.29,JACKSON HABALAAvonworth,2021,"PIAA District 7 (WPIAL) AA Championships9thMay 16, 2019"
409,10:25.49,JAY THOMPSONConrad Weiser,2021,"90th Annual John H. Shaner Memorial Track Meet17thMay 3, 2019 - May 4, 2019"
410,10:25.67,GEZAHEGN LAUFENBERGWest Chester Henderson,2022,"Ches-Mont Championship21stMay 8, 2019"
411,10:25.92,ELI ZAKARIANDanville Area,2020,"PIAA District 4 AA-AAA Championship5thMay 16, 2019 - May 18, 2019"
412,10:26.04,BRYCE HAMPTONPottsgrove,2019,"Great Valley R. Joseph Kellerman Invitational5thApr 20, 2019"
413,10:26.10,OWEN NAHFNorthampton Area,2021,"Pocono Mountain East vs Northampton3rdApr 25, 2019"
414,10:26.16,AIDAN SKINNERAvon Grove,2020,"Coatesville vs. Henderson and Avon Grove5thMar 27, 2019"
415,10:26.18,RYAN MURRAYHaverford Township HS,2020,"31st Father Judge Relays19thApr 17, 2019"
416,10:26.32,SAM PREDMORETrinity (3),2019,"31st Annual Stan Morgan Invitational at Carlisle21stMay 4, 2019"
417,10:26.39,CARTER GEERJenkintown,2021,"Bicentennial Athletic League Championships5thMay 8, 2019 - May 9, 2019"
418,10:26.57,AARON ELMMcKeesport Area,2022,"West Mifflin Last Chance Meet2ndMay 7, 2019"
419,10:26.70,JOSIAH WUDKWYCHCanon-McMillan,2020,"Pine-Richland Invitational21stMay 3, 2019"
420,10:26.78,GABE DEYOUNGSaegertown,2019,"Oil Country Invitational1stMay 4, 2019"
421,10:26.90,OWEN SHEALower Dauphin,2021,"31st New Balance Pan-Ram Invitational11thApr 13, 2019"
422,10:26.91,TYLER NAPORAWindber Area,2019,"PIAA District V Championship Meet3rdMay 15, 2019"
423,10:26.92,MEHUL TOMARConestoga,2021,"Haverford vs Conestoga vs Penncrest7thApr 22, 2019"
424,10:26.93,NICHOLAS POLIDOROHoly Ghost Preparatory School,2019,"Bicentennial Athletic League Championships6thMay 8, 2019 - May 9, 2019"
425,10:26.94,BRIAN BRUNOSouderton Area,2019,"SOL Continental Conference Championships9thMay 10, 2019 - May 11, 2019"
426,10:26.97,NATE HARDINGGovernor Mifflin,2019,"90th Annual John H. Shaner Memorial Track Meet19thMay 3, 2019 - May 4, 2019"
427,10:27.30,JOE CHAVEZMount Lebanon,2019,"P3R South Fayette Invitational5thApr 27, 2019"
428,10:27.34,JACOB LAWSONDowningtown East,2021,"Ches-Mont Championship22ndMay 8, 2019"
429,10:27.66,FRANK BROWNRadnor,2020,"Radnor Haverford Marple Newtown at MN3rdApr 28, 2019 - Apr 30, 2019"
430,10:27.68,CHRIS LOVEHollidaysburg Area,2022,"PIAA District 6 AAA Championships6thMay 16, 2019"
431,10:27.70,MATT JOHNSONRed Land,2022,"Mid Penn Championship34thMay 11, 2019"
432,10:27.96,AIDAN DOHERTYArchbishop Carroll,2020,"Boys Delco Championship7thMay 2, 2019 - May 4, 2019"
433,10:27.99,NATE EADIEWarren Area,2019,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA12thMay 3, 2019"
434,10:28.06,TOMMY BILDHEISERCedar Crest,2021,"17th Annual Black Knight Invitational12thApr 13, 2019"
435,10:28.07,NICK DURINZIWest Chester Rustin,2020,"16th Annual Unionville Invitational16thApr 27, 2019"
436,10:28.09,RYAN SMALLGreat Valley,2019,"Ches-Mont Championship23rdMay 8, 2019"
437,10:28.32,GAVIN FITZGERALDOxford Area,2021,"Chesmont American Division Super Meet8thApr 3, 2019 - Apr 10, 2019"
438,10:28.36,KENDAL LANIERKennett,2022,"Ches-Mont Championship24thMay 8, 2019"
439,10:28.82,DUSTIN FLUKEGettysburg Area High School,2020,"31st Annual Stan Morgan Invitational at Carlisle23rdMay 4, 2019"
440,10:28.89,ETHAN KILROYWest Chester Henderson,2020,"Ches-Mont Championship25thMay 8, 2019"
441,10:28.92,WILL FRIEDENBERGDanville Area,2019,"PHAC Track and Field Championships 201912thMay 11, 2019"
442,10:29.05,JACOB BUSCHCentral Columbia,2019,"Loyalsock Twp. @ Central Columbia2ndApr 10, 2019"
443,10:29.06,ANDREW CONTECentral Bucks East,2020,"CB East, Souderton at CB West4thApr 16, 2019"
444,10:29.25,SAM KILLINGERUniontown Area,2019,"46th Annual Baldwin Invitational27thMay 3, 2019"
445,10:29.30,ANDREW MOYERPerkiomen Valley,2020,"Pioneer Athletic Conference Championship14thMay 10, 2019 - May 11, 2019"
446,10:29.32,NICK MANIDISTwin Valley,2020,"Bensalem Invitational5thApr 13, 2019"
447,10:29.35,EVAN CAMPBELLOxford Area,2019,"Great Valley R. Joseph Kellerman Invitational6thApr 20, 2019"
448,10:29.40,JACKSON HARTEphrata,2020,"Shippensburg 93rd Jack Roddick HS Invitational29thApr 20, 2019"
449,10:29.43,ETHAN MAYPunxsutawney Area,2019,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA13thMay 3, 2019"
450,10:29.57,JOSHUA BROADTCentral Columbia,2020,"Shamokin - Bloomsburg - Central Columbia1stMay 7, 2019"
451,10:29.58,LUKE GEIERWest Chester Henderson,2020,"Coatesville vs. Henderson and Avon Grove7thMar 27, 2019"
452,10:29.70,NICHOLAS GRIBBONPennsbury,2020,"S.O.L. National Conference Championships11thMay 10, 2019 - May 11, 2019"
453,10:29.99,JACK FLYNNNorth Schuylkill,2021,"Red & Black Invitational25thApr 18, 2019"
454,10:30.04,ISAAC MOATSWaynesboro,2022,"Mid Penn Championship35thMay 11, 2019"
455,10:30.06,EVAN ESHLEMANHempfield (3),2021,"17th Annual Black Knight Invitational13thApr 13, 2019"
456,10:30.11,DALTON KEGLOVITSCoudersport,2021,"Coudersport Sports Booster Invitational2ndMay 3, 2019"
457,10:30.16,DOUG ROSINRadnor,2019,"Upper Darby v Penncrest v Radnor4thMar 27, 2019"
458,10:30.25,COLE STOUDTReading,2019,"18th Bruce Dallas Invitational15thApr 6, 2019"
459,10:30.26,GREGORY OVERBECKFox Chapel Area,2019,"Northern Area Last Chance6thMay 7, 2019"
460,10:30.36,ERIC SHELTONChristian School of York,2021,"PIAA District 3 AA Championships10thMay 17, 2019 - May 18, 2019"
460,10:30.36,MILES BOOKLower Dauphin,2019,"18th Bruce Dallas Invitational16thApr 6, 2019"
462,10:30.52,CAMDEN SHAFFERYork Suburban,2019,"Arctic Blast Invitational4thApr 13, 2019"
463,10:30.59,DORON WUDKWYCHCanon-McMillan,2022,"Pine-Richland Invitational22ndMay 3, 2019"
464,10:30.70,DANNY MILLERGreencastle-Antrim,2020,"31st Annual Stan Morgan Invitational at Carlisle24thMay 4, 2019"
465,10:30.73,LUKE MANTZELLWest Middlesex,2020,"20th City of Hermitage Track and Field Invitational8thApr 27, 2019"
466,10:30.76,KEVIN WAGNERDowningtown West,2019,"Coatesville vs Downingtown West1stApr 30, 2019"
467,10:31.03,THOMAS PRESNARShenango,2022,"15th Annual South Hills Classic13thApr 6, 2019"
468,10:31.06,CALEB HERSHEYLebanon,2022,"Lebanon-Lancaster League Championship15thMay 10, 2019 - May 11, 2019"
469,10:31.41,TONY TZOLOVState College Area High School,2022,"Mifflin County @ State College3rdMar 26, 2019"
470,10:31.42,ZION LAUDERMILCHWyalusing Valley Area,2022,"PIAA District 4 AA-AAA Championship13thMay 16, 2019 - May 18, 2019"
471,10:31.46,RYAN HUNYADINew Castle,2020,"MAC Meet6thApr 24, 2019"
472,10:31.54,ETHAN THARPShamokin Area,2019,"PIAA District 4 AA-AAA Championship6thMay 16, 2019 - May 18, 2019"
473,10:31.60,STEPHEN NALEPANorth Allegheny,2020,"Lady Spartan/Wildcat Invitational7thApr 13, 2019"
474,10:31.69,ZACH BUCKNERFairview,2021,"Erie County Track & Field Classic6thMay 9, 2019"
475,10:31.71,ALEX REEDLoyalsock Township,2020,"Loyalsock vs. Milton3rdMay 7, 2019"
476,10:31.79,THEODOR RAVENGermantown Friends School,2021,"Haddonfield Distance Night13thMay 20, 2019"
